id_despesa,id_projeto,cd_identificador_rubrica,ds_despesa,tx_justificativa,vl_unitario,nr_quantidade,vl_despesa,fl_fonte_recurso,id_receita,ds_unidade_medida,fl_origem_material,fl_ressarcimento,ds_tipo_ressarcimento,fl_tipo_pessoa_servico,dt_calculo_imposto
93548,21878,339039,"Locação de van para transporte de agricultores","Organização de 06 painéis com temas relacionados à Agricultura Familiar, Agroecologia e Desenvolvimento, 02 painéis sobre Educação como Espaço de Conhecimento e Desenvolvimento Coletivo, para um público de 600 pessoas, no II Seminário Regional sobre Desenvolvimento e Agricultura Familiar.",2250.00,1.00,2250.00,T,6661,,,,,J,2023-07-17
93549,21878,339039,"Contratação de serviço de decoração","Organização de 06 painéis com temas relacionados à Agricultura Familiar, Agroecologia e Desenvolvimento, 02 painéis sobre Educação como Espaço de Conhecimento e Desenvolvimento Coletivo, para um público de 600 pessoas, no II Seminário Regional sobre Desenvolvimento e Agricultura Familiar.",1000.00,1.00,1000.00,T,6661,,,,,J,2023-07-17
93550,21878,339039,"Confecção de 2 faixas (4m x 80 cm)","Organização de 06 painéis com temas relacionados à Agricultura Familiar, Agroecologia e Desenvolvimento, 02 painéis sobre Educação como Espaço de Conhecimento e Desenvolvimento Coletivo, para um público de 600 pessoas, no II Seminário Regional sobre Desenvolvimento e Agricultura Familiar.",600.00,1.00,600.00,T,6661,,,,,J,2023-07-17
93551,21878,339039,"Confecção de 1 banner (120 x 90 cm)","Organização de 06 painéis com temas relacionados à Agricultura Familiar, Agroecologia e Desenvolvimento, 02 painéis sobre Educação como Espaço de Conhecimento e Desenvolvimento Coletivo, para um público de 600 pessoas, no II Seminário Regional sobre Desenvolvimento e Agricultura Familiar.",100.00,1.00,100.00,T,6661,,,,,J,2023-07-17
93552,21878,339039,"Locação de pirâmides/gazebos para acomodação dos expositores","Exposição de sementes crioulas e artesanatos da agricultura familiar e economia solidária de entidades parceiras, com incentivo a práticas agroecológicas, e participação de 150 expositores, sendo necessário, implementação de PPCI, para a realização da 11ª Feira Estadual de Sementes e Tecnologias Populares.",60000.00,1.00,60000.00,T,6661,,,,,J,2023-07-17
93553,21878,339039,"Contratação de serviço de elaboração e execução de PPCI compatível com o espaço da Feira","Exposição de sementes crioulas e artesanatos da agricultura familiar e economia solidária de entidades parceiras, com incentivo a práticas agroecológicas, e participação de 150 expositores, sendo necessário, implementação de PPCI, para a realização da 11ª Feira Estadual de Sementes e Tecnologias Populares.",20000.00,1.00,20000.00,T,6661,,,,,J,2023-07-17
93554,21878,339039,"Locação de ônibus para transporte de agricultores, quilombolas, estudantes e servidores de Canguçu e região","Organização de transporte para agricultores, quilombolas, estudantes e servidores que residam fora do município de Canguçu/RS para expor, participar e prestigiar a feira.  Expectativa de participação de 10.000 pessoas no evento.",10000.00,1.00,10000.00,T,6661,,,,,J,2023-07-17
93555,21878,339039,"Locação de ônibus para transporte de agricultores, quilombolas, estudantes e servidores de São Lourenço do Sul para Canguçu","Atividade institucional da FURG na 11ª Feira Estadual de Sementes e Tecnologias Populares, com a divulgação de ações de ensino, pesquisa e extensão no âmbito da agricultura familiar, políticas públicas e agroecologia.",2600.00,1.00,2600.00,T,6661,,,,,J,2023-07-17
93556,21878,449052,"Aquisição de tenda 3x3 metros, articulada, com 3 paredes","Realização de atividade cultural e divulgação do II Seminário Regional sobre Desenvolvimento e Agricultura Familiar, da IX Feira Municipal do Conhecimento e da 11ª Feira Estadual de Sementes e Tecnologias Populares.",800.00,1.00,800.00,T,6661,,N,,,,
93557,21878,449052,"Aquisição de tenda 3x6 metros, articulada, com 3 paredes","Atividade institucional da FURG na 11ª Feira Estadual de Sementes e Tecnologias Populares, com a divulgação de ações de ensino, pesquisa e extensão no âmbito da agricultura familiar, políticas públicas e agroecologia.",3050.00,1.00,3050.00,T,6661,,N,,,,
93560,21881,449052,"Servidores para desenvolvimento","Armazenamento e disponibilização dos sistemas e plataformas desenvolvidos e adaptados.",11000.00,2.00,22000.00,T,6665,,N,,,,
93561,21881,449052,desktops/Notebooks,"Desenvolvimento das atividades do projeto.",4000.00,5.00,20000.00,T,6665,,N,,,,
93562,21881,449052,Tablets,"Testes com as aplicações desenvolvidas e testes de campo.",1260.00,5.00,6300.00,T,6665,,N,,,,
93563,21881,449052,No-breaks,"Proteção e segurança para servidores adquiridos.",4600.00,2.00,9200.00,T,6665,,N,,,,
93564,21881,449052,"Dispositivos de armazenamento","Armazenamento e backup dos sistemas desenvolvidos.",10820.00,1.00,10820.00,T,6665,,N,,,,
93565,21881,339020,,"Coordenação executiva e financeira e apoio técnico do projeto Ava Polos.",5552.59,1.00,5552.59,T,,,,,,,
93566,21881,339020,,"Analista de Sistemas - Coordenação e Implementação dos Sistemas Desenvolvidos relativos à solução.",16800.00,1.00,16800.00,T,,,,,,,
93567,21881,339020,,"Coordenação Administrativa do Projeto.",12133.33,1.00,12133.33,T,,,,,,,
93568,21881,339020,,"Programadores para Desenvolvimento das Aplicações.",10266.67,1.00,10266.67,T,,,,,,,
93569,21881,339020,,"Programadores para Desenvolvimento das Aplicações.",10266.67,1.00,10266.67,T,,,,,,,
93570,21881,339018,,"Auxilio na implementação da solução.",56810.13,1.00,56810.13,T,,,,,,,
93571,21881,339018,,"Auxílio no desenvolvimento da solução.",23000.00,1.00,23000.00,T,,,,,,,
93572,21881,339018,,"Auxílio no desenvolvimento da solução.",14000.00,1.00,14000.00,T,,,,,,,
93573,21881,339018,,"Auxílio no desenvolvimento da solução.",7666.67,1.00,7666.67,T,,,,,,,
93574,21881,339018,,"Auxílio no desenvolvimento da solução.",2750.00,1.00,2750.00,T,,,,,,,
93575,21881,339018,,"Auxílio no desenvolvimento da solução.",1666.67,1.00,1666.67,T,,,,,,,
93576,21881,339018,,"Auxílio no desenvolvimento da solução.",6500.00,1.00,6500.00,T,,,,,,,
93577,21881,339018,,"Auxílio no desenvolvimento da solução.",2666.67,1.00,2666.67,T,,,,,,,
93578,21881,339018,,"Auxílio administrativo projeto Avapolos",5383.33,1.00,5383.33,T,,,,,,,
93579,21881,339018,,"Auxílio no desenvolvimento da solução.",15000.00,1.00,15000.00,T,,,,,,,
93580,21881,339018,,"Auxílio no desenvolvimento da solução.",9050.00,1.00,9050.00,T,,,,,,,
93581,21881,339033,,"Participação em reuniões e outras atividades ref. ao trabalho desenvolvido.",1000.00,30.00,30000.00,T,6665,,,,,,
93582,21881,449052,"Equipamentos audio visual","Materiais para gravaçao de videos.",3312.94,1.00,3312.94,T,6665,,N,,,,
93583,21881,339018,,"Bolsa para finalização da implantação nos polos.",6000.00,1.00,6000.00,T,,,,,,,
93584,21881,339030,"Materiais diversos",,1000.00,3.00,3000.00,T,6665,u,,,,,
93585,21881,339033,,"implantação nos polos",515.85,1.00,515.85,T,6665,,,,,,
93586,21881,339018,,"Bolsa para finalização da implantação nos polos.",280.48,1.00,280.48,T,,,,,,,
93587,21881,339030,"Materiais diversos",,452.72,1.00,452.72,T,6666,u,,,,,
93588,21881,339018,,"Pagamento de bolsas para execução do projeto.",1500.00,1.00,1500.00,T,,,,,,,
93589,21881,339018,,"pagamento de auxílio estudantil para execução do plano de trabalho do projeto.",11970.00,1.00,11970.00,T,,,,,,,
93590,21881,339018,,"Pagamento de auxíliio estudantil para execução do projeto",10381.06,1.00,10381.06,T,,,,,,,
93591,21881,339018,,"Pagamento de bolsas para execução do projeto.",1975.00,1.00,1975.00,T,,,,,,,
93592,21881,449052,"Kit de nobreak, switch e acessório","Aquisição kit composto por SwitchGibabit 1000Mbps com até 16 portas bitvolt, Nobreak Senoidal de até 2000VA bivolt e testador de cabos de rede, necessários para implantação do projeto nos polos.",6000.00,1.00,6000.00,T,6662,,N,,,,
93593,21881,339039,"Consultoria; Instalação e manutenção de equipamentos; Publicação científica; Serviços Web.","Publicação de artigos em anais de eventos ou periódicos, além de assinatura de softwares como serviço em plataforma de nuvem computacional. Serviços de instalação e manutenção de equipamentos eletrônicos, de informática e de refrigeração. Consultorias e serviços contratados de auxílio ao desenvolvimento bem como suporte técnico e logístico às IES e aos polos (desenvolvimento de software; análise de sistemas; serviços logísticos)",2461.78,1.00,2461.78,T,6662,,,,,J,2024-02-09
93594,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",6650.00,1.00,6650.00,T,,,,,,,
93595,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",6650.00,1.00,6650.00,T,,,,,,,
93596,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",6650.00,1.00,6650.00,T,,,,,,,
93597,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",6650.00,1.00,6650.00,T,,,,,,,
93598,21881,339018,,"Atividades de pesquisa",3800.00,1.00,3800.00,T,,,,,,,
93599,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",2400.00,1.00,2400.00,T,,,,,,,
93600,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",2400.00,1.00,2400.00,T,,,,,,,
93601,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",2400.00,1.00,2400.00,T,,,,,,,
93602,21881,339018,,"Atividades de desenvolvimento, refatoração, e manutenção de software.",12000.00,1.00,12000.00,T,,,,,,,
93603,21881,339033,,"Reuniões com diretores de EaD e Coordenações de Polo. Implantação do protótipo do Avapolos.",7077.40,1.00,7077.40,T,6662,,,,,,
93604,21881,339014,,"Reuniões técnicas , visitas a polos e à Capes.",20.00,1.00,20.00,T,6662,,,,,,
93605,21881,449052,"Desktop gabinete micro CPU i7 RAM 32 GB 1TB classe 40","Computador desktop com dimensões reduzidas para adaptar em suporte VESA a ser usado no desenvolvimento do código-fonte do sistema.",9000.00,1.00,9000.00,T,6662,,N,,,,
93606,21881,449052,"Notebook ultraleve 15"" CPU i9 ou M3 RAM 64GB SSD 1TB classe 40 até 1,5kg","Atividades de coordenação, orientação e desenvolvimento de software com alto desempenho.",21000.00,1.00,21000.00,T,6662,,N,,,,
93607,21881,449052,"No break 2200VA Senoidal","Gerenciamento de energia elétrica ininterrupta nos servidores do sistema.",2500.00,2.00,5000.00,T,6662,,N,,,,
93608,21881,449052,"Ar-condicionado 18000 btu","Refrigeração de 8 servidores do sistema adquiridos diretamente pela Capes.",4000.00,2.00,8000.00,T,6662,,N,,,,
93609,21881,339014,,"Participação em reuniões e outras atividades ref. ao trabalho desenvolvido na Capes, em polos e outras IES.",350.00,78.00,27300.00,T,6665,,,,,,
93610,21881,339018,,"Atividades de pesquisa envolvendo desenvolvimento de AVAs",12600.00,1.00,12600.00,T,,,,,,,
93611,21881,339018,,"Atividades de pesquisa envolvendo desenvolvimento de AVAs",12600.00,1.00,12600.00,T,,,,,,,
93612,21881,449052,"Monitor 4K 27""","Desenvolvimento de software do Avapolos",3000.00,2.00,6000.00,T,6662,,N,,,,
93703,21890,339030,"Reagentes e materiais de laboratórios em geral",,1000.00,100.00,100000.00,A,,u,,,,,
93704,21890,339014,,"Necessidade de retirada de material, pesquisa de campo, realização de curso ou ministrante de palestra ou curso, acompanhamento de estudantes ou servidores em coleta de amostras, participação em evento com apresentação de trabalho",320.00,200.00,64000.00,A,,,,,,,
93705,21890,339030,"Peças de equipamentos, ferramentas, materiais elétricos, hidraulicos e eletrônicos diversos",,1000.00,100.00,100000.00,A,,u,,,,,
93706,21890,449052,"Equipamentos diversos de laboratórios e espaços de pesquisa","equipamentos necessário a prestação de serviço ou em substituição aos equipamentos existentes",26825.20,20.00,536504.00,A,,,I,,,,
93707,21890,339039,"Serviços de reparo ou instalação de equipamentos diversos","Serviços de reparo ou instalação de equipamentos diversos",100870.00,1.00,100870.00,A,,,,,,J,2023-12-15
93711,21890,449052,"Equipamentos diversos de laboratórios e espaços de pesquisa","Equipamentos novos necessários a demandas específicas da prestação de serviços, assim como em substituição aos equipamentos existentes na universidade, devido ao desgaste natural devido ao uso",50000.00,10.00,500000.00,A,,,N,,,,
93712,21890,339036,"Serviços diversos de reparos ou instalação de equipamentos","Serviços diversos de reparos ou instalação de equipamentos",100870.00,1.00,100870.00,A,,,,,,F,2023-12-15
93713,21890,339020,,"Participante ativo no provimento de análises relacionadas ao projeto",9000.00,1.00,9000.00,A,,,,,,,
93714,21890,339020,,"Participante ativo no provimento de análises relacionadas ao projeto",9000.00,1.00,9000.00,A,,,,,,,
93715,21890,339030,"Produtos alimentícios, artigos e materiais relacionados a eventos e aulas praticas",,100.00,318.00,31800.00,A,,u,,,,,
93716,21890,339018,,"Atuação em atividades relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93717,21890,339018,,"Atuação em atividades relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93718,21890,339018,,"Atuação em atividades relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93719,21890,339018,,"Atuação em atividades relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93720,21890,339018,,"Atuação em atividades relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93721,21890,339020,,"Participante ativo no provimento de análises relacionadas ao projeto",7200.00,1.00,7200.00,A,,,,,,,
93723,21893,339020,,"Bolsista que irá executar as atividades previstas no plano de trabalho do projeto",110342.40,1.00,110342.40,T,,,,,,,
93724,21893,339039,"Seguro trabalhista (conforme deliberação 034.2023)","12 meses de seguro trabalhista",57.60,1.00,57.60,T,6679,,,,,J,2024-04-01
93800,21896,449052,"Desktop Robustos para modelagem computacional, Servidor de Processamento, No break para Servidor e Storage, Máquina Storage - armazenamento de dados, Ar-condicionado para servidores.","O projeto envolve simulações que exigem alto desempenho computacional, sendo necessário comprar equipamentos para montar uma estrutura no Laboratório de Meteorologia.",86000.00,1.00,86000.00,T,6682,,N,,,,
93801,21896,339030,"O recurso de custeio será utilizado para pagamento de despesas com passagens e diárias para participação e publicação de trabalhos em eventos científicos, publicações em revistas internacionais, manutenção em equipamentos e compra de material (folhas e cartuchos para impressora).",,160000.00,1.00,160000.00,T,6682,u,,,,,
93802,21896,339020,,"Bolsa de Desenvolvimento Tecnológico Industrial - DTI - A para trabalhar com as simulações relacionadas aos cenários de mudanças climáticas",140000.00,1.00,140000.00,T,,,,,,,
93803,21896,339020,,"Especialista Visitante - EV - 1",30000.00,1.00,30000.00,T,,,,,,,
93804,21897,339030,"O recurso de custeio será utilizado para pagamento de despesas com passagens e diárias para participação e publicação de trabalhos em eventos científicos, publicações em revistas internacionais e compra de material (folhas e cartuchos para impressora).",,20000.00,1.00,20000.00,T,6683,u,,,,,
93805,21897,449052,"Computador de alto desempenho, Notebooks, HDs Externos e mobiliário (mesa e cadeira)","O projeto necessita de recursos computacionais para o desenvolvimento, visto que os cálculos das rotinas computacionais exigem muita memória e armazenamento dos dados. Também será necessário mais dois computadores que serão utilizados pelos pesquisadores e estudantes envolvidos no projeto. Compra de dois HDs externos de 5 TB cada e mobiliário para instalação dos computadores (mesas e cadeiras).",40000.00,1.00,40000.00,T,6683,,N,,,,
93806,21897,339018,,"O bolsista selecionado será responsável pela aquisição dos dados e elaboração de rotinas computacionais ao longo do projeto. Também irá desenvolver trabalhos relacionados ao projeto para ser apresentado em congressos e outros eventos.",14400.00,1.00,14400.00,T,,,,,,,
93808,21906,449052,Ar-condicionado,"Refrigeração de servidores específicos para treinamento de modelos de Inteligência Artificial.",4000.00,1.00,4000.00,T,6685,,N,,,,
93809,21906,339030,"Componentes de hardware diversos",,1000.00,1.00,1000.00,T,6685,u,,,,,
93810,21906,339020,,"Pesquisa relacionada a grandes modelos de linguagem natural em português brasileiro.",6000.00,1.00,6000.00,T,,,,,,,
93811,21906,339014,,"Participação em eventos científicos e missões em universidades parceiras do projeto.",500.00,3.00,1500.00,T,6685,,,,,,
93812,21906,339033,,"Apresentação de trabalhos em eventos nacionais",500.00,1.00,500.00,T,6685,,,,,,
93813,21906,339039,"Inscrição em eventos, publicação de artigos e assinatura de serviços","Publicação de artigos em anais de eventos ou periódicos, serviços de manutenção em equipamentos eletrônicos, de informática e de refrigeração, além de assinatura de softwares como serviço em plataforma de nuvem computacional.",4519.10,1.00,4519.10,T,6685,,,,,J,2023-05-15
93819,21909,339030,"Combustível para Deslocamento a Canguçu",,180.00,28.00,5040.00,T,6686,u,,,,,
93820,21909,339020,,"Bolsa para Gestão e Coordenação das Atividades do Projeto.",48000.00,1.00,48000.00,T,,,,,,,
93821,21909,339020,,"Formação em Pedagogia, residente em Canguçu, para apoio in loco às atividades do projeto.",12100.00,1.00,12100.00,T,,,,,,,
93822,21909,339018,,"Apoio às atividades do Projeto",24200.00,1.00,24200.00,T,,,,,,,
93823,21909,339018,,"Apoio às atividades do Projeto",11000.00,1.00,11000.00,T,,,,,,,
93833,21911,339030,"Materiais diversos",,250.00,100.00,25000.00,I,,u,,,,,
93834,21911,339033,,"Translado para participação em eventos",150.00,10.00,1500.00,I,,,,,,,
93835,21911,449052,"Materiais de som, luz e informática","Materiais para uso no projeto",500.00,20.00,10000.00,I,,,N,,,,
93836,21911,339039,"Impressões diversas e camisetas","para divulgação e organização do projeto",5000.00,1.00,5000.00,A,,,,,,J,2023-11-07
93837,21911,339039,"Contratação de professores de instrumentos específicos","para qualificar os instrumentistas do projeto e formar novos instrumentistas",20000.00,1.00,20000.00,A,,,,,,J,2023-11-10
93838,21911,339039,"contratação de serviços de som, luz e palco","Para realização das apresentações musicais",22000.00,1.00,22000.00,A,,,,,,J,2023-11-10
93839,21911,339033,,"Participação e eventos diversos",500.00,10.00,5000.00,A,,,,,,,
93840,21911,339036,"contratação de músicos para apresentação","realização de apresentações musicais diversas",20000.00,1.00,20000.00,I,,,,,,F,2024-04-01
93841,21911,339014,,"Participação em eventos diversos, bem como para convidados e artistas à participarem de ações na FURG",200.00,22.00,4400.00,I,,,,,,,
93842,21911,339039,"Contratação de transporte","Deslocamentos diversos",17904.00,1.00,17904.00,A,,,,,,J,2024-03-21
93843,21911,339018,,"Contribuir no desenvolvimento do projeto",14000.00,1.00,14000.00,I,,,,,,,
93844,21911,339030,Gasolina,,6.00,3500.00,21000.00,A,,l,,,,,
93845,21911,339039,SEGURO,"Para bolsas de graduação",100.00,1.00,100.00,A,,,,,,J,2023-11-10
93846,21911,449052,"materiais diversos","Para manutenção e permanencia do projeto",150.00,10.00,1500.00,A,,,N,,,,
93847,21911,449052,"Piano de calda","Para qualificar as apresentações",9500.00,1.00,9500.00,I,,,N,,,,
94267,21971,339039,"Hospedagens em Hotel","Auxílio para hospedagem de convidados que por ventura venham até a FURG para participar dos eventos de internacionalização",6000.00,1.00,6000.00,I,,,,,,J,2024-04-12
94269,21971,339036,"Pagamento de artistas e outros prestadores de serviço autônomos","Alguns prestadores de serviço, como artistas em geral, muitas vezes não possuem PJ.",5000.00,1.00,5000.00,A,,,,,,F,2024-04-12
94270,21971,339036,"Pagamento de artistas e outros prestadores de serviço autônomos","Alguns prestadores de serviço, como artistas em geral, muitas vezes não possuem PJ.Alguns prestadores de serviço, como artistas em geral, muitas vezes não possuem PJ.",5000.00,1.00,5000.00,I,,,,,,F,2024-04-12
94271,21971,339039,"Pagamentos de serviços de alimentação, locação de espaços físicos, serviços de gráfica e transporte","Serviços necessários para a organização e logística de eventos que sejam sediados pela Universidade.",48500.00,1.00,48500.00,I,,,,,,J,2024-04-12
94272,21971,339030,"Custeio de coffee breaks, materias de escritório e de informática",,20000.00,1.00,20000.00,A,,u,,,,,
94273,21971,339030,"Custeio de coffee breaks, materias de escritório e de informática",,20000.00,1.00,20000.00,I,,u,,,,,
94274,21971,339014,,"Pagamentos de diárias para participação em eventos nacionais de internacionalização",8000.00,1.00,8000.00,I,,,,,,,
94275,21971,339014,,"Pagamentos de diárias para participação de eventos internacionais de internacionalização.",8000.00,1.00,8000.00,A,,,,,,,
94276,21971,339033,,"Verba de transporte para eventos de internacionalização no território nacional",3000.00,1.00,3000.00,I,,,,,,,
94277,21971,339033,,"Verba de transporte para eventos de internacionalização no território nacional",12000.00,1.00,12000.00,A,,,,,,,
94278,21971,339039,"Pagamentos de serviços de alimentação, locação de espaços físicos, serviços de gráfica e transporte","Serviços necessários para a organização e logística de eventos que sejam sediados pela Universidade.",48500.00,1.00,48500.00,A,,,,,,J,2024-04-12
94304,21980,339039,"Seguro Bolsistas","Garantir seguro bolsistas",50.00,1.00,50.00,T,6717,,,,,J,2024-04-09
94306,21980,339030,"Material de consumo - uso eventual",,3365.60,1.00,3365.60,T,6719,u,,,,,
94307,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",100.00,8.00,800.00,T,6717,,,,,,
94308,21980,339030,"Material de consumo - cenografia e decoração (P)",,4000.00,1.00,4000.00,T,6717,u,,,,,
94309,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",13.00,5.00,65.00,T,6717,,,,,,
94310,21980,339039,"Contratação de mídias","Contratação de empresa especializada em publicidade e propaganda para divulgar o evento.",3980.00,1.00,3980.00,T,6718,,,,,J,2023-04-12
94311,21980,339030,"Material de consumo - gêneros alimentícios",,1000.00,1.00,1000.00,T,6718,u,,,,,
94312,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",13.00,5.00,65.00,T,6717,,,,,,
94313,21980,339030,"Material de consumo - ferragem",,2500.00,1.00,2500.00,T,6718,u,,,,,
94314,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",1200.00,2.00,2400.00,T,6717,,,,,,
94315,21980,339030,"Material de consumo - jogos didáticos",,1200.00,1.00,1200.00,A,,u,,,,,
94316,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",1200.00,2.00,2400.00,T,6717,,,,,,
94317,21980,339030,"Material de consumo - material de expediente",,4500.00,1.00,4500.00,A,,u,,,,,
94318,21980,339036,"Animadores Culturais","Contratação de contador de histórias e/ou profissionais animadores",1600.00,1.00,1600.00,T,6717,,,,,F,2023-09-28
94319,21980,339036,"Cachê de artistas","Contratação de artistas para apresentações durante o evento",2000.00,1.00,2000.00,T,6717,,,,,F,2023-09-28
94320,21980,339036,"Contratação de animadores para atividades na Rua das Crianças","Complementação das atividades executadas pela FURG",1600.00,1.00,1600.00,T,6718,,,,,F,2023-09-28
94321,21980,339036,"Contratação de costureira","Necessidade de serviços de costura para confecção de material a ser utilizados nas atividades do evento",580.00,1.00,580.00,T,6717,,,,,F,2023-09-28
94322,21980,339036,"Contratação de montadores","Auxilio nas atividades de montagem e desmontagem da estrutura física do evento",15420.00,1.00,15420.00,T,6717,,,,,F,2023-09-28
94323,21980,339039,"Contratação de produção do evento","Contratação de empresa especializada na área de produção.",7000.00,1.00,7000.00,T,6718,,,,,J,2023-09-28
94324,21980,339039,"Içamento de containers (P)","Necessidade de utilização de contêineres para armazenamento de materiais durante o pré-evento e evento.",3000.00,1.00,3000.00,T,6717,,,,,J,2023-09-28
94325,21980,339039,"Serviços de cópias e impressões","Necessidade de impressão da planta às vésperas do evento, visando a liberação dos bombeiros. Para tal serviço é utilizado o local mais próximo que faz impressão em folhas grandes.",80.00,1.00,80.00,A,,,,,,J,2023-09-28
94326,21980,339030,"Material de consumo - manutenção predial (P)",,2000.00,1.00,2000.00,T,6717,u,,,,,
94327,21980,339030,"Material de consumo - impressão gráfica (P)",,2000.00,1.00,2000.00,T,6717,u,,,,,
94328,21980,339030,"Suprimento de fundos",,1000.00,2.00,2000.00,A,,u,,,,,
94329,21980,339033,,"Deslocamentos necessários à realização das atividades artístico-culturais-literárias.",100.00,8.00,800.00,T,6717,,,,,,
94330,21980,339014,,"Atendimento das demandas do evento",250.00,16.00,4000.00,A,,,,,,,
94331,21980,339030,"Material de consumo - gêneros alimentícios",,1250.00,1.00,1250.00,A,,u,,,,,
94332,21980,339039,"Contratação de transporte rodoviário","Atendimento de demanda para transporte de alunos da rede municipal para participação no evento.",7360.00,1.00,7360.00,T,6717,,,,,J,2023-09-27
94333,21980,339039,"Contratação de animadores culturais","Contratação de animadores culturais para complementar as atividades selecionadas pelo edital de ações.",2000.00,1.00,2000.00,T,6718,,,,,J,2023-09-28
94334,21980,339039,"Contratação de artistas diversos","Contratação de artistas para qualificação das atividades do evento.",2000.00,1.00,2000.00,T,6718,,,,,J,2023-09-28
94335,21980,339036,"Contratação de brigadistas","Contratação de brigadistas para acompanhamento do evento",5000.00,1.00,5000.00,T,6718,,,,,F,2023-09-28
94336,21980,339036,"Contratação de oficineiros","Contratação de oficineiros para qualificação das atividades durante o evento",5800.00,1.00,5800.00,A,,,,,,F,2023-09-28
94337,21980,339039,"Contratação de serviços de internet (P)","Necessidade de empresa especializada que forneça serviços de internet e transmissão de conteúdo on-line.",10000.00,1.00,10000.00,T,6718,,,,,J,2023-09-28
94338,21980,339039,"Contratação de transporte de containeres","Deslocamento necessário para organização dos materiais e móveis no local do evento.",10000.00,1.00,10000.00,T,6718,,,,,J,2023-09-28
94339,21980,339039,"Serviços de fornecimento de lanches","Atendimento de demanda para fornecimento de lanches aos bolsistas que atuarão no evento.",3000.00,1.00,3000.00,T,6718,,,,,J,2023-09-28
94340,21980,339039,"Taxas (P)","Pagamento de taxas, como ART e demais.",400.00,1.00,400.00,T,6717,,,,,J,2023-09-28
94341,21980,339030,"Material de consumo - material elétrico (P)",,3860.00,1.00,3860.00,T,6717,u,,,,,
94342,21980,339030,"Materiais diversos",,500.00,10.00,5000.00,T,6719,u,,,,,
94343,21980,339039,"Transportes diversos","Realização de ações itinerantes previstas no projeto.",2000.00,1.00,2000.00,T,6719,,,,,J,2024-03-27
94344,21980,339020,,"Produção de relatório do evento, envolvendo pesquisa de contexto, registro e produção de material educativo.",20000.00,1.00,20000.00,T,,,,,,,
94345,21980,449052,"Equipamentos diversos","Qualificar ações e espaços da feira por meio de aquisição de mobiliário e equipamentos tecnológicos.",1900.00,10.00,19000.00,T,6719,,N,,,,
94478,22031,339030,"Insumos Minerais para cerâmica",,100.00,3.00,300.00,I,,kg,,,,,
94479,22031,339030,"Ferramentas para cerâmica",,5.00,20.00,100.00,I,,u,,,,,
94480,22031,339033,,"Viagem para qualificação da equipe",100.00,4.00,400.00,I,,,,,,,
94836,22065,339033,,"Custear despesas com passagens para deslocamentos de professores, tutores e profissionais envolvidos na oferta dos cursos aos polos de apoio presencial.",24037.40,1.00,24037.40,T,6738,,,,,,
94837,22065,339014,,"Custear despesas com alimentação e hotelaria de professores, tutores e profissionais diretamente envolvidos na oferta dos cursos por ocasião de deslocamentos aos polos de apoio presencial.",110000.00,1.00,110000.00,T,6738,,,,,,
94838,22065,339036,"Serviços de Terceiros","Custear despesas com contratação de celetista e de profissionais autônomos para desenvolvimento de atividades específicas, por tempo determinado.",160000.00,1.00,160000.00,T,6738,,,,,F,2021-09-03
94839,22065,339039,"Serviços de Terceiros","Custear despesas com contratação de empresas de: - transporte para deslocamento aos polos de apoio presencial; - elaboração de ebooks e outros materiais educacionais, divulgação dos cursos e eventos no âmbito da EaD;- eventual manutenção de equipamentos e informática eserviços de internet para webconferência (aulas e avaliação)",380000.00,1.00,380000.00,T,6738,,,,,J,2021-09-03
94840,22065,339030,"Aquisição de material diverso de expediente, tonner e despesas com combustível",,37348.00,1.00,37348.00,T,6738,u,,,,,
94846,22073,339018,,"Bolsa para desenvolvimento de atividades do PAIETS",8400.00,1.00,8400.00,A,,,,,,,
94847,22073,339018,,"Bolsa para desenvolvimento de atividades do PAIETS",8400.00,1.00,8400.00,A,,,,,,,
94942,22112,339030,"Vidrarias e reagentes",,36330.00,1.00,36330.00,T,6743,u,,,,,
94943,22112,449052,Equipamentos,"Compra de alguns equipamentos para o laboratório, tais como, estufa, agitador, computador, pHmetro e refrigerador",17670.00,1.00,17670.00,T,6743,,N,,,,
94950,22115,339018,,"Apoio a trabalho de campo",10742.40,1.00,10742.40,T,,,,,,,
